Subject,first,rest
https://blank_Nodes_IRI.org/1989,1.6608123E1,https://blank_Nodes_IRI.org/2581
https://blank_Nodes_IRI.org/2581,4.9195051E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1995,1.658144319999997E1,https://blank_Nodes_IRI.org/2582
https://blank_Nodes_IRI.org/2582,4.922815740000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1996,1.661104820000003E1,https://blank_Nodes_IRI.org/2583
https://blank_Nodes_IRI.org/2583,4.91982349E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2002,1.660942699999998E1,https://blank_Nodes_IRI.org/2584
https://blank_Nodes_IRI.org/2584,4.91921197E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2008,1.661250599999994E1,https://blank_Nodes_IRI.org/2585
https://blank_Nodes_IRI.org/2585,4.91956227E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2016,1.660457726155454E1,https://blank_Nodes_IRI.org/2587
https://blank_Nodes_IRI.org/2587,4.919962603373218E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2022,1.658886749682006E1,https://blank_Nodes_IRI.org/2588
https://blank_Nodes_IRI.org/2588,4.920956995479473E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2028,1.659278798963024E1,https://blank_Nodes_IRI.org/2589
https://blank_Nodes_IRI.org/2589,4.919927181642814E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2035,1.661369579999996E1,https://blank_Nodes_IRI.org/2590
https://blank_Nodes_IRI.org/2590,4.91959064E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2043,1.660416239999995E1,https://blank_Nodes_IRI.org/2591
https://blank_Nodes_IRI.org/2591,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2049,1.66082596E1,https://blank_Nodes_IRI.org/2592
https://blank_Nodes_IRI.org/2592,4.9201543E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2055,1.660416239999995E1,https://blank_Nodes_IRI.org/2593
https://blank_Nodes_IRI.org/2593,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2056,1.660457726155454E1,https://blank_Nodes_IRI.org/2594
https://blank_Nodes_IRI.org/2594,4.919962603373218E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2062,1.646030769999993E1,https://blank_Nodes_IRI.org/2595
https://blank_Nodes_IRI.org/2595,4.925665970000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2068,1.659474280463354E1,https://blank_Nodes_IRI.org/2596
https://blank_Nodes_IRI.org/2596,4.920405406326666E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2074,1.659474280463354E1,https://blank_Nodes_IRI.org/2597
https://blank_Nodes_IRI.org/2597,4.920405406326666E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/2082,1.660416239999995E1,https://blank_Nodes_IRI.org/2598
https://blank_Nodes_IRI.org/2598,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
